pname
Arlette Marchal
Parker Fennelly
Paul Verdier
Peter Brocco
Philip Coolidge
Ray Baxter
Richard Schaal
Sheldon Collins
Sheldon Golomb
Tessie OShea
Carl Reiner
Norman Jewison
William Rose
Alan Hopkins
Barney Phillips
Beulah Quo
Candice Bergen
Charles Knox Robinson III
Charles Robinson
Emmanuelle Arsan
Gavin MacLeod
Glenn Wilder
Henry Wang
James Hong
James Jeter
Joe Di Reda
Loren Janes
Mako
Paul Chinpae
Richard Crenna
Shepherd Sanders
Stephen Ferry
Stephen W. Jahn
Ted Fish
Tom Middleton
Tommy H. Lee
Walter Reed
Steve McQueen
Sandy Dennis
Mike Nichols
Alan Oppenheimer
Anthony James
Beah Richards
Buzz Barton
Clegg Hoyt
David Stinehart
Eldon Quick
Fred Stewart
Jack Teter
James Patterson
Kermit Murdock
Khalil Bezaleel
Larry D. Mann
Lee Grant
Matt Clark
Michael LeGlaire
Peter Masterson
Peter Whitney
Phil Adams
Phil Garris
Philip Garris
Quentin Dean
Sammy Reese
Scott Wilson
Sterling Silliphant
Stuart Nisbet
Timothy Scott
Warren Oates
William Watson
Stirling Silliphant
Walter Mirisch
Ann Palmer
Clyde Howdy
Estelle Parsons
Evans Evans
Faye Dunaway
Garry Goodgion
Gene Hackman
Gene Wilder
J.J. Lemmon Jr.
James Stiver
James Stivers
Joe Spratt
Ken Mayer
Mabel Cavitt
Martha Adcock
Robert Benton
Roy Heard
Russ Marker
Sadie French
Arthur Penn
David Newman
Warren Beatty
Anthony Newley
Geoffrey Holder
Muriel Landers
Ray Erlenborn
Samantha Eggar
William Dix
Arthur P. Jacobs
Leslie Bricusse
Richard Fleischer
Alice Ghostley
Brian Avery
Buck Henry
Eddra Gale
Elisabeth Fraser
Harry Holcombe
John Neilson
Jonathan Hole
Katharine Ross
Lainie Miller
Marion Lorne
Mike Farrell
Norman Fell
Richard Dreyfuss
Simon and Garfunkel
William Daniels
Calder Willingham
Dustin Hoffman
Lawrence Turman
Alexandra Hay
Barbara Randolph
DUrville Martin
Grace Gaynor
Isabel Sanford
John Bear Hudkins
Katharine Houghton
Roy E. Glenn Sr.
Skip Martin
Thomas Heaton
Tom Heaton
Arnold Locke
Bill Smith
Brian Lloyd
Christopher Duff
Clive Moss
Dempsey Cook
Edwin Finn
Elizabeth Knight
Foy Evans
Frank Crawshaw
Fred Emney
Freddie Stead
Graham Buttrose
Harry Secombe
Henry Kay
Hylda Baker
Ian Ramsey
Jack Wild
James Hayter
Jane Peach
Jeffrey Chandler
John Baskcomb
John Watters
Joseph OConor
Keith Roberts
Kenneth Cranham
Kim Smith
Kirk Clugeston
Leonard Rossiter
Lionel Bart
Mark Lester
Nigel Grice
Nigel Kingsley
Norman Mitchell
Norman Pitt
Oliver Reed
Peggy Mount
Peter Hoar
Peter Lock
Peter Renn
Raymond Ward
Robert Bartlett
Robert Langley
Ronnie Johnson
Shani Wallis
Sheila White
Vernon Gilbert Harris
Veronica Page
Wensley Pithey
William Smith
John Woolf
Ron Moody
Vernon Harris
Alena Johnston
Anne Francis
Bettina Brenna
Bob Merrill
Gertrude Flynn
Inga Neilsen
John Harmon
Jule Styne
Karen Lee
Lee Allen
Mae Questel
Mary Jane Mangler
Mittie Lawrence
Raymond Guth
Sharon Vaughn
Thordis Brandt
Virginia Ann Ford
Barbra Streisand
Ray Stark
Anthony Hopkins
Henry Wolff
Henry Woolf
Jane Merrow
John Castle
Karol Hagar
Kenneth Griffith
Kenneth Ives
Mark Griffith
Nigel Terry
Timothy Dalton
Anthony Harvey
James Goldman
Martin Poll
Beatrice Pons
Bernard Barrow
Bruno Engle
Connie Robinson
Donald Moffat
Dorotha Duckworth
Izzy Singer
James Olson
Jerome Moross
Kate Harrington
Larry Fredericks
Nell Potts
Shawn Campbell
Simm Landres
Sylvia Shipman
Terry Kiser
Tod Engle
Violet Dunn
Wendell MacNeal
Joanne Woodward
Stewart Stern
Aldo Miranda
Antonio Pierfederici
Bruce Robinson
Dario Tanzini
Dyson Lovell
Esmeralda Ruspoli
Franco Brusati
John McEnery
Keith Skinner
Leonard Whiting
Maria Fracci
Masolino DAmico
Michael York
Milo OShea
Murray Head
Natasha Parry
Pat Heywood
Richard Warwick
Roberto Antonelli
Roberto Bisacco
Roy Holder
Ugo Barbone
Anthony Havelock-Allan and John Brabourne
Franco Zeffirelli
Olivia Hussey
Al Scott
Al Stetson
Alma Felix
Ann Thomas
Anthony Holland
Arlene Reeder
Arthur Anderson
Barnard Hughes
Bob Balaban
Brenda Vaccaro
Cecelia Lipson
Gary Owens
Gastone Rossilli
Georgann Johnson
George Eppersen
George Epperson
Gil Rankin
International Velvet
J.T. Masters
Jan Tice
Jennifer Salt
Joan Murphy
John McGiver
Jon Voight
Jonathan Kramer
Linda Davis
M. Emmet Walsh
Paul Benjamin
Paul Jabara
Paul Jasmin
Paul Morrissey
Peter Scalia
Peter Zamaglias
Richard Clarke
Sylvia Miles
T. Tom Marlow
Taylor Mead
Tina Scala
Ultra Violet
Vito Siracusa
Viva
William Door
Jerome Hellman
Amanda Jane Smythe
Bridget Boland
Brook Williams
Denis Quilley
Gary Bond
Geneviève Bujold
John Colicos
John Hale
June C. Ellis
Kate Burton
Katherine Blake
Lesley Paterson
Liza Todd Burton
Michael Johnson
Nicola Pagett
Richard Sokolove
T.P. McKenna
Terence Wilton
Valeiie Gearon
Valerie Gearon
Vernon Dobtcheff
William Squire
Charles Jarrott
John Boland
Burt Bacharach
Cloris Leachman
Donnelly Rhodes
Eric Sinclair
George Furth
George Roy Hill
Henry Jones
Kenneth Mars
Nelson Olmsted
Pancho Cordova
Paul Bryar
Robert Redford
Sam Elliott
Strother Martin
Ted Cassidy
John Foreman
William Goldman
Ben Archibek
Danny Lockin
David Ahdar
David Hurst
E.J. Peaker
Fritz Feld
Jim Hutchinson
Joyce Ames
Judy Knaiz
Louis Armstrong
Marianne McAndrew
Melanie Alexander
Michael Crawford
Ralph Roberts
Richard Collier
Scatman Crothers
Tommy Tune
Walter Matthau
Will Ahern
Allel El Mouhib
Andree Tainsy
Bernard Fresson
Bob de Bragelonne
Charles Denner
Clotilde Joano
Costa-Gavras
Eva Simonet
François Périer
Gabriel Jabbour
Georges Géret
Georges Rouquier
Guy Mairesse
Gérard Darrieu
Habib Reda
Hassan Hassani
Jacques Perrin
Jean Bouise
Jean Daste
Jean-Francois Gobbi
Jean-Louis Trintignant
Jean-Pierre Miquel
José Artur
Julien Guiomar
Magali Noël
Marcel Bozzuffi
Maurice Baquet
Pierre Dux
Renato Salvatori
Sid Ahmed Agoumi
Steve Gadler
Van Doude
Jacques Perrin and Ahmed Rachedi
Jorge Semprún
Yves Montand
Alan MacNaughtan
Alan MacNaughton
Bill Hickman
Carey Loftin
Clint Ritchie
David Bauer
David Healy
Edmund H. North
Edward Binns
Gerald Flood
John Barrie
Karl Michael Vogler
Lionel Murton
Lowell Thomas
Michael Bates
Michael Strong
Morgan Paull
Newsreels
Patrick J. Zurica
Paul Stevens
Peter Barkworth
Sandy Kevin
Siegfried Rauch
Stephen Young
Tim Considine
Francis Ford Coppola
Frank McCarthy
Franklin J. Schaffner
Albert Reed
Barbara Hale
Charles Brewer
Chuck Daniel
Clark Howat
Dallas Mitchell
Dana Wynter
Dean Martin
Eileen Wesson
Ena Hartman
Gary Collins
George Kennedy
Henry Hathaway
Jacqueline Bisset
Janis Hansen
Jean Seberg
Jessie Royce Landis
Jim Nolan
Jodean Lawrence
John Findlater
Lew Brown
Lisa Gerritsen
Llana Dowding
Lou Wagner
Malila Saint Duval
Maureen Stapleton
Michael Stearns
Milila St. Duval
Nancy Ann Nelson
Patty Poulsen
Paul Picerni
Peter Turgeon
Sharon Harvey
Shelly Novack
Ross Hunter
Billy Green Bush
Bob Rafelson
Carole Eastman
Fannie Flagg
Helena Kallianiotes
Irene Dailey
Irene Daly
John P. Ryan
Karen Black
Lois Smith
Lorna Thayer
Mariena MacGuire
Marlena MacGuire
Peter Fonda
Ralph Waite
Richard Stahl
Sally Struthers
Susan Anspach
Toni Basil
William Challee
Adrien Joyce
Bob Rafelson and Richard Wechsler
Jack Nicholson
Andrew Duncan
Bob OConnell
Charlotte Ford
John Merensky
Julie Garfield
Milo Boulton
Robert Modica
Russell Nype
Ryan ONeal
Sudie Bond
Sydney Walker
Tommy Lee Jones
Walker Daniels
Ali MacGraw
Arthur Hiller
Erich Segal
Howard G. Minsky
Ben Davidson
Bobby Troup
Buck Buchanan
Bud Cort
Carl Gottlieb
Cathleen Cordell
Corey John Fischer
Dale Ishimoto
Danny Goldman
David Arkin
Dianne Turley
Dwayne Damon
Elliott Gould
Fran Tarkenton
Fred Williamson
G. Wood
Gary Burghoff
H. Lloyd Nelson
Harvey Levine
Hiroko Watanabe
Howard Williams
Indus Arthur
J.B. Douglas
Jack Concannon
Jerry Jones
Jo Ann Pflug
John Mamo
John Myers
John Schuck
Ken Prymus
Kim Atwood
Marvin Miller
Masami Saito
Michael Murphy
Monica Peterson
Nolan Smith
Rene Auberjonois
Robert Duvall
Roger Bowen
Sally Kellerman
Samantha Scott
Stephen Altman
Sumi Haru
Susan Ikeda
Tamara Horrocks
Ted Knight
Timothy Brown
Tom Falk
Tom Skerritt
Tom Woodeschick
Tommy Brown
Yoko Young
Donald Sutherland
Ingo Preminger
Robert Altman
Al Fann
Alan Weeks
Andre Emotte
Andre Ernotte
Ann Rebbot
Arlene Faber
Arlene Farber
Ben Marino
Don Ellis
Eddie Egan
Fernando Rey
Frederic de Pasquale
Harold Gary
Irving Abrahams
Maureen Mooney
Patrick McDermott
Randy Jurgensen
Robert Weil
Roy Scheider
Sonny Grosso
Tony Lo Bianco
William Coke
Ernest Tidyman
Philip DAntoni
William Friedkin
Anthony Sharp
Aubrey Morris
Barbara Scott
Barrie Cookson
Carl Duering
Carol Drinkwater
Cheryl Grunwald
Clive Francis
Craig Hunter
David Prowse
Gaye Brown
George OGorman
Gillian Hills
Godfrey Quigley
Jan Adair
John Clive
John J. Carney
John Savident
Katya Wyeth
Lee Fox
Lindsay Campbell
Madge Ryan
Margaret Tyzack
Michael Gover
Michael Tarn
Miriam Karlin
Neil Wilson
Patrick Magee
Paul Farrell
Pauline Taylor
Peter Burton
Philip Stone
Prudence Drage
Richard Connaught
Sheila Raynor
Shirley Jaffe
Steven Berkoff
Vivienne Chandler
Warren Clarke
Malcolm McDowell
A. Haverstock
Aharon Ipalé
Albin Pahernik
Alfie Scopp
Alfred Maron
Alfred Scopp
Arnold Diamond
Barry Dennen
Barry Lines
Bob Stevenson
Brian Coburn
C.C. Bilham
Candy Bonstein
Cyril Bass
Donald MacLennan
Elaine Edwards
George Little
Guy Lutman
H. Krein
Hazel Wright
Hilda Kriseman
Howard Goorney
Ina Claire
Ivan Baptie
Jacob Kalich
Jody Hall
John Williams
Karen Sue Trent
Ken Robson
Larry Bianco
Leo Wright
Leonard Frey
Lou Zamprogna
Louis Zorich
M. Winter
Mark Malicz
Michael Ingleton
Michele Marsh
Miki Iveria
Molly Picon
Neva Small
Norma Crane
Otto Diamant
Patience Collier
Paul Michael Glaser
Peter Johnston
Petra Siniawski
Ray Lovelock
Rene Sartoris
Roger Lloyd-Pack
Rosalind Harris
Roy Durbin
Ruth Madoc
Sammy Bayes
Sarah Cohen
Shimen Ruskin
Stanley Fleet
Stella Courtney
Susan Sloman
Tanya Bayona
Vladimir Medar
Walter Cartier
Zvee Scooler
Joseph Stein
Topol
Antonia Bogdanovich
Barc Doyle
Barclay Doyle
Bill Thurman
Bobby McGriff
Buddy Wood
Charles Salmon
Charlie Seybert
Clu Galager
Clu Gulager
Cybill Shepherd
Eileen Brennan
Ellen Burstyn
Faye Jordan
Floyd Mahaney
Frank Marshall
Gary Brockette
George Gaulden
Gordon Hurst
Grover Lewis
Helena Humann
Jack Mueller
Janice OMalley
Jeff Bridges
Jessie Lee Fulton
Joe Heathcock
John Hillerman
Joyce Hash
Joye Hash
Kenny Wood
Kimberly Hyde
Larry McMurtry
Leon Addison Brown
Loyd Catlett
Marjory Jay
Merrill Shepherd
Mike Hosford
Noble Willingham
Otis Elmore
Pamela Kelier
Randy Quaid
Rebecca Ulrick
Robert Arnold
Robert Glenn
Sam Bottoms
Sharon Taggart
Tom Martin
Will Morris Hannis
Peter Bogdanovich
Stephen J. Friedman
Timothy Bottoms
Alan Dalton
Alan Webb
Ania Marson
Brian Cox
Candace Glendenning
David Baxter
David Giles
Diana Quick
Edward Bond
Eric Chapman
Eric Porter
Fiona Fullerton
George Rigaud
Gordon Gostelow
Harry Andrews
Ian Holm
Irene Worth
James Hazeldine
Janet Suzman
Jean-Claude Drouot
John Forbes-Robertson
John Hallam
John Shrapnel
John Wood
Katherine Schofield
Leon Lissek
Lynne Frederick
Martin Potter
Maurice Denham
Michael Bryant
Michael Redgrave
Penny Sugg
Ralph Neville
Roderic Noble
Roy Dotrice
Stephen Greif
Timothy West
Tom Baker
Vivian Pickles
Michael Jayston
Abe Vigoda
Al Lettieri
Al Martino
Al Pacino
Alex Rocco
Angelo Infanti
Ardell Sheridan
Carlo Savina
Carmine Coppola
Corrado Gaipa
Diane Keaton
Franco Citti
Gianni Russo
James Caan
Jeannie Linero
Joe Spinell
John Cazale
John Martino
Julie Gregg
Lenny Montana
Mario Puzo
Morgana King
Richard Bright
Richard Conte
Richard S. Castellano
Salvatore Corsitto
Saro Urzì
Simonetta Stefanelli
Sofia Coppola
Sterling Hayden
Talia Shire
Tere Livrano
Tony Giorgio
Victor Rendina
Vito Scotti
Albert S. Ruddy
Angelika Koch
Elisabeth Neumann-Viertel
Estrongo Nachama
Fritz Wepper
Georg Hartmann
George Hartmann
Gerd Vespermann
Gitta Schmidt
Helen Velkovorska
Helen Vita
Helmut Griem
Hugh Wheeler
Inge Jaeger
Joel Grey
Kathryn Doby
Louise Quick
Marisa Berenson
Ralf Wolter
Ricky Renee
Sigrid Von Richtofen
Bob Fosse
Cy Feuer
Jay Presson Allen
Liza Minnelli
Belinda Beatty
Bill McKinney
Billy Redden
Charley Boorman
Dale Dye
Ed Ramey
Herbert Coward
Herbert Cowboy Coward
Hoyt J. Pollard
James Dickey
John F. Fowler
John Fowler
Johnny Popwell Sr.
Kathy Rickman
Ken Keener
Lewis Crone
Louise Coldren
Macon McCalman
Ned Beatty
Pete Ware
Randall Deal
Ronny Cox
Seamon Glass
Burt Reynolds
John Boorman
Bengt Forslund
Robert B. Radnitz
Arch Johnson
Avon Long
Brad Sullivan
Charles Durning
Dana Elcar
Dimitra Arliss
Ed Bakey
Harold Gould
Jack Collins
Jack Kehoe
James J. Sloyan
Joe Tornatore
John Hefferman
John Quade
Ken Sansom
Ken Sanson
Kenneth W. OBrien
Lee Paul
Leonard Barr
Marvin Hamlisch
Paulene Myers
Robert Earl Jones
Sally Kirkland
Scott Joplin
Ta-Tanisha
Tom Spratley
David S. Ward
Tony Bill Michael Phillips and Julia Phillips
Al Nalbandian
Albert Nalbandian
Beau Gentry
Bo Hopkins
Bob Pasaak
Cam Whitman
Candy Clark
Caprice Schmidt
Charles A. Murphy
Charles Dorsett
Charles Martin Smith
Christopher Pray
Chuck Dorsett
Cindy Williams
Debbie Celiz
Debra Scott
Debralee Scott
Del Close
Donna Wehr
Ed Greenberg
Flash Cadillac & the Continental Kids
Fred Ross
George Meyer
Gloria Katz
Gordon Analla
Harrison Ford
Herby and the Heartbeats
James Cranna
Jan Dunn
Jan Wilson
Jana Bellan
Jim Bohan
Jody Carlson
Joe Spano
John Bracci
John Brent
Johnny Weissmuller Jr.
Joseph Miksak
Kathleen Quinlan
Kay Lenz
Lisa Herman
Lynne Marie Stewart
Mackenzie Phillips
Manuel Padilla
Manuel Padilla Jr.
Paul Le Mat
Ron Vincent
Scott Beach
Stephen Knox
Susan Richardson
Suzanne Somers
Terence McGovern
Terry McGovern
Tim Crowley
Willard Huyck
William M. Niven
Wolfman Jack
Francis Ford Coppola and Gary Kurtz
George Lucas
Anders Ek
Erland Josephson
Georg Arlin
George Arlin
Harriet Andersson
Henning Moritzen
Inga Gill
Ingrid Thulin
Kari Sylwan
Kary Sylway
Lars-Owe Carlberg
Lena Bergman
Linn Ullmann
Monika Priede
Rosanna Mariano
Ingmar Bergman
Liv Ullmann
Barton Heyman
Donna Mitchell
Jason Miller
Kitty Winn
Max von Sydow
Rev. William OMalley
Robert Gerringer
Robert Symonds
Ron Faber
Roy Cooper
Rudolf Schündler
Titos Vandis
Vasiliki Maliaros
Wallace Rooney
Linda Blair
William Peter Blatty
Cec Linder
David de Keyser
Donald Hewlett
Edward Kemp
Eve Karpf
Hildegard Neil
Ian Thompson
John Sterland
K Callan
Lisa Vanderpump
Mary Barclay
Melvin Frank
Michael Elwyn
Michael McVey
Nadim Sawalha
Paul Sorvino
Samantha Weyson
Glenda Jackson
Jack Rose
Francis Ford Coppola Gray Frederickson and Fred Roos
Allan Warnick
Belinda Palmer
Bob Golden
Bruce Glover
Burt Young
Cecil Elliott
Charles Knapp
Claudio Martinez
Darrell Zwerling
Denny Arnold
Diane Ladd
Doc Erickson
Elizabeth Harding
Elliott Montgomery
Frederico Roberto
Fritzi Burr
George Justin
James ORear
James OReare
Jerry Fujikawa
Jesse Vint
Jim Burke
John Holland
Lee de Broux
Nandu Hinds
Paul Jenkins
Richard Bakalyan
Roman Polanski
Roy Jenson
Robert Towne
Allen Garfield
Elizabeth MacRae
Frederic Forrest
Mark Wheeler
Michael Higgins
Phoebe Alexander
Robert Shields
Teri Garr
Timothy Carey
Allison Goldstein
Bob Collins
Bridghid Glass
Bruce McLaughlin
Buddy Boylan
Clarence Thomas
Don Newsome
Frank Orsatti
Frankie Man
Gary Morton
George DeWitt
Guy Rennie
Jack Nagle
Jan Miner
Judy LaScala
Kathie Witt
Lee Sandman
Mark Harris
Martin Begley
Michele Yonge
Michelle De Young
Mickey Gatlin
Mike Murphy
Monroe Meyers
Monroe Myers
Phil Philbin
Rashel Novikoff
Robert Parsons
Stanley Beck
Susan Malnick
Ted Sorrell
Valerie Perrine
Julian Barry
Marvin Worth
Carlena Gower
Carol McEvoy
Dabney Coleman
Don Gordon
Ernie F. Orsatti
Felton Perry
Gregory Sierra
Irwin Allen
Malcolm Atterbury
Maureen McGovern
Mike Lookinland
Norman Burton
Norman Grabowski
O.J. Simpson
Olan Soule
Richard Chamberlain
Sheila Mathews
Susan Blakely
Susan Flannery
John Guillermin
Alonzo Brown Jr.
Brad Dourif
Christopher Lloyd
Danny DeVito
Dean R. Brooks
Delos V. Smith
Dwight Marfield
Josip Elic
Kay Lee
Ken Kenny
Lan Fendors
Lawrence Hauben
Louisa Moritz
Louise Fletcher
Marya Small
Mel Lambert
Michael Berryman
Mimi Sarkisian
Mwako Cumbuka
Nathan George
Paul Lambert
Phil Roth
Sidney Lassick
Sydney Lassick
Ted Markland
Tim Welch
Tom McCall
Vincent Schiavelli
Will Sampson
William Duell
William Redfield
Bo Goldman
Michael Douglas and Saul Zaentz
Milos Forman
Anthony Dawes
Anthony Herrick
Arthur OSullivan
Barry Jackson
Bernard Hepton
Billy Boyle
David Morley
Diana Koerner
Dominic Savage
Frank Middlemass
Frederick Schiller
Gay Hamilton
Geoffrey Chater
George Sewell
Hans Meyer
Hardy Krüger
Harry Towb
John Bindon
John Sharp
John Sullivan
Jonathan Cecil
Leon Vitali
Leonard Rosenman
Liam Redmond
Marie Kean
Pat Roach
Patrick Dawson
Patrick Laffan
Peter Cellier
Roger Booth
Roy Spencer
Wolf Kahler
Amy Levitt
Beulah Garrick
Carmine Foresta
Carol Kane
Chris Sarandon
Chu Chu Malave
Chu Chu Maleve
Dominic Chianese
Ed Metzger
Estelle Omens
Floyd Levine
Frank Piazza
Gary Springer
James Broderick
James Bulleit
Jay Gerber
Judith Malina
Lance Henriksen
Lionel Pina
Marcia Haufrecht
Marcia Jean Kurtz
P.F. Kluge
Penelope Allen
Philip Charles MacKenzie
Robert Costanzo
Ron Cummins
Sandra Kazan
Sully Boyar
Susan Peretz
Thomas Murphy
Todd Everett
William Bogert
Frank Pierson
Martin Bregman and Martin Elfand
Sidney Lumet
Alfred Wilde
Allison Caine
Chris Rebello
Craig Kingsbury
Cyprian R. Dube
Donald Poole
Dr. Robert Nevin
Edward Chalmers Jr.
Jay Mello
Jeffrey Kramer
Jeffrey Voorhees
Jonathan Filley
Lee Fierro
Lorraine Gary
Peter Benchley
Robert Martin Carroll
Robert W. Chambers
Susan Backlinie
Ted Grossman
Howard Sackler
Richard D. Zanuck and David Brown
Steven Spielberg
Allan F. Nicholls
Barbara Baxley
Barbara Harris
Bert Remsen
Carol McGinnis
Cristina Raines
Dave Peel
David Hayward (II)
Donna Denton
Gwen Welles
Howard K. Smith
James Dan Calvert
Jeff Goldblum
Jonnie Barnett
Keenan Wynn
Keith Carradine
Lauren Hutton
Lily Tomlin
Merle Kilgore
Patti Bryant
Richard Baskin
Robert DoQui
Ronee Blakely
Scott Glenn
Sheila Bailey
Shelley Duvall
Sue Barton
Vassar Clements
Henry Gibson
Joan Tewkesbury
Bill Baldwin
Billy Sands
Carl Weathers
Chris Avildsen
DeForest Covan
Diana Lewis
Don Sherman
Frank Stallone
Frankie Van
George Memmoli
George OHanlon
Hank Rolike
Jack Hollander
James Gambina
Jane Marla Robbins
Jimmy Gambina
Jodi Letizia
Joe Frazier
Joe Sorbello
Joseph C. Giambelluca
Kathleen Parker
Larry Carroll
Lloyd Kaufman
Lou Filippo
Pedro Lovell
Peter Glassberg
Robert L. Tangrea
Shirley OHara
Shirley OHara Krims
Simmy Bow
Stan Shaw
Thayer David
Tony Burton
William E. Ring
Irwin Winkler and Robert Chartoff
John G. Avildsen
Sylvester Stallone
Allyn Ann McLerie
Anthony Mannino
Basil Hoffman
Bryan Clark
Cara Duff-MacCormick
Christopher Murray
David Gilbert
F. Murray Abraham
Frank Wills
Gene Dynarski
Gene Lindsey
George Pentecost
George Wyner
Hal Holbrook
Henry Calvert
James Karen
James Murtaugh
Jamie Smith Jackson
Jane Alexander
Jason Robards
Jaye Tyrone Stewart
Jeff Mackay
Jess Osuna
John Devlin
John Furlong
John McMartin
John OLeary
John Randolph
Joshua Shelley
