"name","dept","area","count","adjustedcount","year"
Stefan Dziembowski,University of Warsaw,oakland,1.0,0.25,2019
Ernest Davis,New York University,aaai,1.0,1.0,2010
Sanmay Das,George Mason University,aaai,2.0,0.45,2013
Andreas Pavlogiannis,Aarhus University,cav,1.0,0.2,2021
Cynthia Matuszek,Univ. of Maryland - Baltimore County,aaai,2.0,0.22619,2005
Qin Zhang 0001,Indiana University,focs,1.0,0.5,2016
Yisen Wang 0001,Peking University,cvpr,1.0,0.16667,2020
David L. Roberts 0001,North Carolina State University,aaai,1.0,0.14286,2014
Matthias Hein 0001,University of Tübingen,nips,2.0,1.3333,2009
Jörg Henkel,Karlsruhe Institute of Technology,dac,2.0,0.53333,2018
Tom Rodden,University of Nottingham,ubicomp,1.0,0.25,2002
Iftach Haitner,Tel Aviv University,eurocrypt,2.0,0.45,2010
Atanas Rountev,Ohio State University,issta,1.0,0.5,2008
Douglas Stebila,University of Waterloo,eurocrypt,1.0,0.33333,2016
Suman Jana,Columbia University,sosp,1.0,0.25,2017
Dan Feldman,University of Haifa,stoc,1.0,0.5,2011
Patrick Lam 0001,University of Waterloo,rtas,1.0,0.5,2009
Sergej Fatikow,University of Oldenburg,icra,1.0,0.33333,2014
Tony Nowatzki,Univ. of California - Los Angeles,hpca,2.0,0.58333,2016
Yakov Nekrich,Michigan Technological University,soda,1.0,0.5,2011
Nicola Gatti 0001,Politecnico di Milano,ijcai,1.0,0.33333,2017
Milos Prvulovic,Georgia Institute of Technology,micro,1.0,0.25,2018
Vittorio Ferrari,University of Edinburgh,eccv,1.0,0.33333,2004
Jean Ponce,Ecole Normale Superieure,iros,1.0,0.33333,2001
Philip S. Yu,University of Illinois at Chicago,ijcai,1.0,0.25,2003
Zhouchen Lin,Peking University,ijcai,1.0,0.5,2017
Omkant Pandey,Stony Brook University,eurocrypt,1.0,0.2,2008
James Hays,Georgia Institute of Technology,cvpr,2.0,0.7,2017
Kirsten Ellis,Monash University,chiconf,1.0,0.2,2021
Silvio Micali,Massachusetts Institute of Technology,stoc,1.0,0.33333,2005
Derek Long,King's College London,ijcai,1.0,0.33333,2011
Douglas C. Schmidt,Vanderbilt University,rtas,2.0,0.64286,2008
Jan C. van Gemert,TU Delft,cvpr,1.0,0.5,2020
Ronald Baecker,University of Toronto,siggraph,1.0,1.0,1976
Henry Fuchs,University of North Carolina,siggraph,1.0,0.14286,1996
Paul Marshall,University of Bristol,chiconf,2.0,0.66667,2015
Douglas C. Schmidt,Vanderbilt University,dac,1.0,0.5,1976
Hongyuan Zha,Georgia Institute of Technology,kdd,2.0,0.5,2018
Scott A. Mahlke,University of Michigan,isca,2.0,0.58333,2015
John Kim,KAIST,isca,1.0,0.33333,2018
Stéphane Lafortune,University of Michigan,eurosys,1.0,0.33333,2007
Wolfgang Gatterbauer,Northeastern University,aaai,1.0,1.0,2017
Jinjun Xiong,University at Buffalo,micro,1.0,0.1,2019
Harald Räcke,TU Munich,focs,1.0,0.33333,2019
Nikos Chrisochoides,Old Dominion University,ics,1.0,0.11111,1990
Sourabh Bhattacharya,Iowa State University,rss,1.0,0.5,2008
Jonathan Bell 0001,Northeastern University,icse,1.0,0.16667,2018
Gordon L. Kindlmann,University of Chicago,vis,1.0,0.5,2013
Roman Kern,Graz University of Technology,sigir,1.0,0.33333,2010
Zhou Yu,Columbia University,ijcai,2.0,0.29167,2018
Ivor W. Tsang,University of Technology Sydney,eccv,1.0,0.16667,2014
Lirong Xia,Rensselaer Polytechnic Institute,nips,1.0,0.5,2019
Bernt Schiele,Max Planck Society,eccv,1.0,0.5,1996
Florian 'Floyd' Mueller,Monash University,chiconf,3.0,0.50952,2019
Gennady L. Andrienko,City University of London,vis,1.0,0.16667,2016
Alfons Kemper,TU Munich,vldb,1.0,0.5,2008
Remzi H. Arpaci-Dusseau,University of Wisconsin - Madison,fast,2.0,0.27778,2021
Gautam Das 0001,University of Texas at Arlington,sigmod,1.0,0.33333,2007
Nikil D. Dutt,Univ. of California - Irvine,iccad,1.0,0.33333,1994
Klas Nilsson,Lund University,icra,1.0,0.16667,2007
Chris J. Myers,University of Utah,cav,1.0,0.33333,2001
Vassilis Athitsos,University of Texas at Arlington,iccv,1.0,0.25,2001
Michael Schwarz 0001,CISPA Helmholtz Center,usenixsec,1.0,0.2,2021
Lourdes Peña Castillo,Memorial University of Newfoundland,icml,1.0,0.5,2004
Gokhan Memik,Northwestern University,isca,1.0,0.16667,2009
Casey Kennington,Boise State University,naacl,1.0,0.25,2015
Lydia E. Kavraki,Rice University,mobicom,1.0,0.16667,2004
Robert Bruce Findler,Northwestern University,oopsla,1.0,0.25,2012
Ronitt Rubinfeld,Massachusetts Institute of Technology,icra,1.0,0.16667,1986
Camillo J. Taylor,University of Pennsylvania,rss,1.0,0.5,2012
Tiejun Zhao,Harbin Institute of Technology,ijcai,2.0,0.66667,2018
Ying Zhang 0001,University of Technology Sydney,icde,6.0,1.019,2020
Carlos Jensen,Univ. of California - San Diego,chiconf,1.0,0.33333,2002
Aziz Mohaisen,University of Central Florida,ndss,1.0,0.16667,2011
Gerhard Lakemeyer,RWTH Aachen,icra,1.0,0.33333,2021
Issei Sato,University of Tokyo,emnlp,1.0,0.5,2007
Julien Subercaze,Université Jean Monnet,acl,1.0,0.33333,2015
Kai Shen,University of Rochester,nsdi,1.0,0.5,2005
Deming Chen,Univ. of Illinois at Urbana-Champaign,micro,1.0,0.125,2020
James D. Herbsleb,Carnegie Mellon University,mobisys,1.0,0.25,2007
I-Ting Angelina Lee,Washington University in St. Louis,pldi,1.0,0.16667,2020
Matthew Smith 0001,University of Bonn,ndss,1.0,0.25,2015
Mario Di Francesco,Aalto University,ubicomp,1.0,0.25,2014
Aaron Roth 0001,University of Pennsylvania,icml,1.0,0.14286,2019
Radha Jagadeesan,DePaul University,cav,1.0,0.5,2002
Bijaya Adhikari,University of Iowa,kdd,1.0,0.25,2019
John A. Carroll,University of Sussex,acl,1.0,1.0,1994
Yi-Jen Chiang,New York University,soda,1.0,0.33333,1993
Sergey Levine,Univ. of California - Berkeley,siggraph,1.0,0.2,2021
Jaijeet S. Roychowdhury,Univ. of California - Berkeley,iccad,2.0,1.0,2006
Kyuseok Shim,Seoul National University,vldb,1.0,0.5,2001
Jean-Sébastien Coron,University of Luxembourg,eurocrypt,1.0,1.0,2002
Lingfeng Bao,Zhejiang University,fse,1.0,0.2,2018
Ramesh Govindan,University of Southern California,sensys,1.0,0.25,2012
Hsiang-Ting Chen,University of Adelaide,uist,2.0,0.30952,2015
Songwu Lu,Univ. of California - Los Angeles,mobicom,1.0,0.2,2002
Jiannan Wang,Simon Fraser University,vldb,1.0,0.33333,2010
Sharon Shoham,Tel Aviv University,cav,1.0,0.5,2003
Nancy M. Amato,Univ. of Illinois at Urbana-Champaign,ics,1.0,0.2,2012
Xi Li 0001,Zhejiang University,cvpr,1.0,0.2,2012
David R. Karger,Massachusetts Institute of Technology,nips,1.0,0.33333,2011
Liam D. Turner,Cardiff University,ubicomp,1.0,0.33333,2015
Claire Cardie,Cornell University,emnlp,1.0,0.5,2011
Mrinmaya Sachan,ETH Zurich,acl,2.0,0.66667,2021
Xiangyu Zhang 0001,Purdue University,oakland,2.0,0.29167,2021
Thomas Brox,University of Freiburg,iros,2.0,0.5,2020
Jignesh M. Patel,University of Wisconsin - Madison,sigmod,1.0,0.25,2016
Hong Cheng 0001,Chinese University of Hong Kong,www,1.0,0.25,2014
Ming C. Lin,University of Maryland - College Park,siggraph-asia,2.0,0.5,2017
Daniel C. Alexander,University College London,nips,1.0,0.125,2020
Gokhan Memik,Northwestern University,micro,1.0,0.33333,2011
Ron Alterovitz,University of North Carolina,icra,1.0,0.2,2009
Takuya Maekawa,Osaka University,aaai,1.0,0.25,2018
Raymond T. Ng,University of British Columbia,vldb,1.0,0.33333,2009
Albert Mo Kim Cheng,University of Houston,rtss,1.0,0.33333,1990
Rajiv Gupta 0001,Univ. of California - Riverside,micro,1.0,0.25,2021
Minhyuk Sung,KAIST,eccv,3.0,0.56667,2020
Ben Y. Zhao,University of Chicago,ccs,1.0,0.14286,2021
Lijun Zhang 0005,Nanjing University,aaai,1.0,0.25,2015
Burkhard Freitag,University of Passau,ijcai,1.0,0.33333,1989
Hal Daumé III,University of Maryland - College Park,emnlp,1.0,1.0,2008
Krishnendu Chatterjee,IST Austria,cav,1.0,0.33333,2014
Youyi Zheng,Zhejiang University,siggraph-asia,1.0,0.14286,2020
Sampath Kannan,University of Pennsylvania,focs,1.0,0.2,1991
Michael I. Jordan,Univ. of California - Berkeley,recomb,1.0,0.14286,2014
Alina Ene,Boston University,focs,1.0,0.5,2011
Shenlong Wang,Univ. of Illinois at Urbana-Champaign,iccv,1.0,0.1,2017
Bilge Mutlu,University of Wisconsin - Madison,uist,1.0,0.2,2019
Marc Niethammer,University of North Carolina,cvpr,1.0,0.5,2004
Ada Wai-Chee Fu,Chinese University of Hong Kong,icde,1.0,0.25,2007
Daniel Gildea,University of Rochester,acl,2.0,0.75,2008
Kang Chen,Tsinghua University,sosp,2.0,0.36667,2021
Kevin Leyton-Brown,University of British Columbia,wine,1.0,0.2,2020
Srinivas Akella,UNC - Charlotte,icra,1.0,0.5,1992
Bo Han 0001,George Mason University,www,1.0,0.2,2017
Kevin W. Hamlen,University of Texas at Dallas,ccs,1.0,0.25,2012
John Hannan,Pennsylvania State University,popl,1.0,0.5,1998
LinLin Shen,Shenzhen University,aaai,1.0,0.2,2020
Xin Cao 0001,UNSW,ijcai,3.0,0.6,2020
Scott Aaronson,University of Texas at Austin,stoc,1.0,0.25,2017
Aaron C. Courville,University of Montreal,nips,3.0,0.53333,2017
Daniel E. Koditschek,University of Pennsylvania,iros,1.0,0.33333,1988
Huajie Shao,College of William and Mary,sensys,1.0,0.14286,2018
Amr El Abbadi,Univ. of California - Santa Barbara,vldb,1.0,0.33333,2020
Yaron Singer,Harvard University,ec,1.0,0.33333,2012
Vincent Immler,Oregon State University,dac,1.0,0.25,2018
Mahmut T. Kandemir,Pennsylvania State University,asplos,1.0,0.125,2013
Peter I. Corke,Queensland University of Technology,icra,1.0,0.5,2021
Todd M. Austin,University of Michigan,isca,1.0,0.25,2007
James D. Foley,Georgia Institute of Technology,vis,1.0,0.33333,2009
XiaoFeng Wang 0001,Indiana University,ismb,1.0,0.16667,2020
Yunhao Liu,Michigan State University,nsdi,2.0,0.25,2021
Yung Yi,KAIST,mobisys,1.0,0.14286,2015
Xiaoping Chen,USTC,aaai,1.0,0.33333,2018
Stefan Katzenbeisser 0001,TU Darmstadt,oakland,1.0,0.2,2007
Ali José Mashtizadeh,University of Waterloo,usenixatc,1.0,0.33333,2021
Rina Dechter,Univ. of California - Irvine,aaai,1.0,0.5,2008
Divyakant Agrawal,Univ. of California - Santa Barbara,sigmod,2.0,0.66667,2021
Chris Jermaine,Rice University,kdd,1.0,0.2,2009
David A. Wagner 0001,Univ. of California - Berkeley,chiconf,1.0,0.14286,2014
Marcus A. Magnor,TU Braunschweig,vis,1.0,0.25,2005
Larry Davis 0001,University of Maryland - College Park,iccv,3.0,0.7,2015
Daniel Sheldon,University of Massachusetts Amherst,ijcai,1.0,0.25,2013
Michael W. Otte,University of Maryland - College Park,icra,1.0,0.25,2017
Timothy Roscoe,ETH Zurich,sosp,1.0,0.16667,2005
Somenath Biswas,IIT Kanpur,focs,1.0,0.5,1999
Cong Liu 0005,University of Texas at Dallas,ubicomp,1.0,0.11111,2018
Rajalakshmi Nandakumar,Cornell University,sensys,1.0,0.33333,2018
Pinghui Wang,Xi'an Jiaotong University,nips,1.0,0.16667,2020
Henry A. Kautz,University of Rochester,aaai,3.0,1.0333,1994
Zhi Wei,NJIT,aaai,2.0,0.53333,2020
Matthias Schubert,LMU Munich,vldb,1.0,0.33333,2004
Christopher D. Manning,Stanford University,naacl,1.0,0.5,2015
Chaoli Wang 0001,University of Notre Dame,vis,1.0,0.5,2020
Renée J. Miller,Northeastern University,icde,1.0,0.33333,2005
Martin Strauss 0001,University of Michigan,pods,1.0,0.5,2003
Jessica K. Hodgins,Carnegie Mellon University,siggraph,1.0,0.5,2006
Michael A. Erdmann,Carnegie Mellon University,icra,2.0,0.66667,1991
Wim Martens,University of Bayreuth,pods,2.0,0.58333,2010
Udo Frese,University of Bremen,iros,1.0,0.25,2010
Kilian Q. Weinberger,Cornell University,icml,1.0,0.25,2017
Hao Li 0015,University of Southern California,siggraph-asia,1.0,0.25,2009
Stefano Tessaro,University of Washington,crypto,2.0,0.75,2019
Michael G. Dyer,Univ. of California - Los Angeles,aaai,2.0,0.66667,1986
Yanif Ahmad,Johns Hopkins University,sigmod,1.0,0.2,2006
Prashant Doshi,University of Georgia,ijcai,1.0,0.5,2013
Stuart J. Russell,Univ. of California - Berkeley,nips,1.0,0.25,2016
Wojciech Matusik,Massachusetts Institute of Technology,iccv,1.0,0.2,2009
Wesley Willett,University of Calgary,chiconf,1.0,0.25,2020
Markus Dürmuth,Ruhr-University Bochum,ndss,1.0,0.25,2017
Insup Lee,University of Pennsylvania,rtas,1.0,0.14286,2019
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,emnlp,1.0,0.2,2020
Andrés Lucero,Aalto University,chiconf,1.0,0.33333,2018
Andrew J. Davison,Imperial College London,eccv,1.0,0.5,1998
Felipe Meneguzzi,PUC-RS,aaai,1.0,0.33333,2017
Gyungho Lee,Korea University,isca,1.0,0.33333,1999
James D. Hollan,Univ. of California - San Diego,chiconf,2.0,0.5,2012
Alena Naiakshina,Ruhr-University Bochum,icse,1.0,0.25,2021
Nir Ailon,Technion,icml,1.0,0.33333,2013
Qing Yi,UCCS,ase,1.0,0.33333,2019
Ronen Basri,Weizmann Institute of Science,eccv,1.0,0.5,2006
Craig Gotsman,Technion,vis,1.0,0.33333,2002
Yunjun Gao,Zhejiang University,sigmod,1.0,0.5,2009
Seungyong Lee 0001,POSTECH,cvpr,1.0,0.2,2021
Michael Pradel,University of Stuttgart,ase,1.0,0.25,2013
Stan Sclaroff,Boston University,eccv,2.0,1.0,2010
Vijay Nagarajan,University of Edinburgh,rss,1.0,0.14286,2016
Jonathan Ragan-Kelley,Massachusetts Institute of Technology,siggraph,1.0,0.16667,2012
Hui Xiong 0001,Rutgers University,sigir,3.0,0.43452,2020
Oliver Keszöcze,University of Erlangen–Nuremberg,dac,1.0,0.25,2020
Mariya Zheleva,University at Albany - SUNY,mobisys,1.0,0.25,2013
Bin Yang 0002,Aalborg University,icde,1.0,0.33333,2011
John S. Baras,University of Maryland - College Park,vldb,1.0,0.33333,1997
Bernd Fröhlich 0001,Bauhaus University Weimar,vr,1.0,0.5,2010
Gholamreza Haffari,Monash University,acl,1.0,0.5,2009
Matthew Green 0001,Johns Hopkins University,usenixsec,1.0,0.2,2016
Nisarg Shah 0001,University of Toronto,nips,1.0,0.16667,2014
Julian Rathke,University of Southampton,lics,1.0,1.0,1997
Tom Goldstein,University of Maryland - College Park,aaai,1.0,0.25,2021
David Lazer,Northeastern University,emnlp,1.0,0.14286,2021
Gautam Das 0001,University of Texas at Arlington,icde,2.0,0.58333,2013
Ko Nishino,Kyoto University,cvpr,2.0,1.0,2010
Minlie Huang,Tsinghua University,aaai,1.0,0.25,2020
Chiew-Lan Tai,HKUST,siggraph,1.0,0.5,2005
Markus H. Gross,ETH Zurich,siggraph-asia,4.0,0.98333,2010
Alexander G. Schwing,Univ. of Illinois at Urbana-Champaign,cvpr,2.0,0.66667,2014
Peng Song 0001,SUTD,siggraph,1.0,0.16667,2013
Pierre Baldi,Univ. of California - Irvine,nips,1.0,0.5,1987
Daisuke Iwai,Osaka University,vr,2.0,0.36667,2019
Naehyuck Chang,KAIST,dac,1.0,0.25,2007
Ryo Suzuki,University of Calgary,uist,1.0,0.14286,2018
J. Zico Kolter,Carnegie Mellon University,icml,3.0,1.1667,2017
Anastasia Ailamaki,EPFL,hpca,1.0,0.2,2009
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,1.0,1.0,2019
Jana Kosecka,George Mason University,iros,1.0,0.25,1997
Matthias Zwicker,University of Maryland - College Park,cvpr,1.0,0.2,2018
S. Matthew Weinberg,Princeton University,ec,1.0,0.25,2018
Georg Weissenbacher,TU Wien,cav,1.0,0.5,2006
Changshui Zhang,Tsinghua University,cvpr,1.0,0.16667,2005
Yuhong Guo,Carleton University,ijcai,1.0,0.5,2021
Yanning Zhang,NWPU,cvpr,2.0,0.53333,2013
Alina Oprea,Northeastern University,ccs,1.0,0.2,2014
Tim Kraska,Massachusetts Institute of Technology,sigmod,1.0,0.2,2008
Jianguo Wang 0001,Purdue University,sigmod,1.0,0.045455,2021
Seungjin Choi,POSTECH,icml,1.0,0.5,2018
Oliver Brock,TU Berlin,icra,2.0,0.83333,2017
Alan D. Fekete,University of Sydney,fse,1.0,1.0,1995
Tom Weidong Cai,University of Sydney,cvpr,2.0,0.5,2021
Elaine Shi,Carnegie Mellon University,eurocrypt,1.0,0.5,2018
Liwei Wang 0001,Peking University,icml,2.0,0.26667,2020
Sanguthevar Rajasekaran,University of Connecticut,nips,2.0,0.53333,2019
Hsueh-I Lu,National Taiwan University,soda,1.0,0.5,2012
Xiangyang Xue,Fudan University,iccv,1.0,0.16667,2015
Sai Wu,Zhejiang University,icde,2.0,0.39286,2012
Jian-Jia Chen,TU Dortmund,rtas,2.0,0.58333,2007
Chengqing Zong,Chinese Academy of Sciences,acl,1.0,0.33333,2010
Marc Pouzet,Ecole Normale Superieure,emsoft,1.0,0.25,2011
Christos Papadopoulos,Colorado State University,imc,1.0,0.33333,2007
Michael Milford,Queensland University of Technology,icra,3.0,0.70833,2017
Saman P. Amarasinghe,Massachusetts Institute of Technology,oopsla,1.0,0.125,2020
Heiner Litz,Univ. of California - Santa Cruz,asplos,1.0,0.25,2020
Daniele Micciancio,Univ. of California - San Diego,stoc,1.0,0.33333,1998
Partha Pratim Pande,Washington State University,dac,1.0,0.14286,2015
James Allan,University of Massachusetts Amherst,ijcai,2.0,0.58333,2007
Uri Zwick,Tel Aviv University,soda,2.0,0.83333,2004
Anoop Sarkar,Simon Fraser University,emnlp,3.0,1.0,2018
Shree K. Nayar,Columbia University,icra,1.0,0.33333,1991
Lorenzo Clemente,University of Warsaw,popl,1.0,0.5,2013
Marc Snir,Univ. of Illinois at Urbana-Champaign,sc,1.0,0.25,2012
Gul A. Agha,Univ. of Illinois at Urbana-Champaign,fse,1.0,0.33333,2005
Bryan Hooi,National University of Singapore,www,3.0,0.6,2021
Shujian Huang,Nanjing University,ijcai,1.0,0.2,2020
Michael Goesele,TU Darmstadt,cvpr,1.0,0.25,2018
Richard S. Zemel,Columbia University,eccv,1.0,0.33333,2008
Fabio Zanasi,University College London,lics,1.0,0.25,2019
Qiang Yang 0001,HKUST,aaai,7.0,2.0,2008
Matthias Felleisen,Northeastern University,icfp,1.0,0.25,2016
Zhiqiang Lin,Ohio State University,ndss,1.0,0.25,2009
Jimmy Lin,University of Waterloo,naacl,1.0,0.33333,2013
Andrew C. Myers,Cornell University,sosp,2.0,0.75,1997
Gautam Das 0001,University of Texas at Arlington,soda,1.0,0.33333,1995
Weiyi Shang,Concordia University,icse,1.0,0.16667,2014
Marc Niethammer,University of North Carolina,cvpr,1.0,0.33333,2016
Silvio Savarese,Stanford University,iccv,2.0,0.5,2009
Mateo Valero,Polytechnic University of Catalonia,isca,1.0,0.25,1989
Guoning Chen,University of Houston,siggraph,1.0,0.2,2008
Christopher Riesbeck,Northwestern University,ijcai,1.0,0.25,1973
Jie Zhang 0008,University of Southampton,aaai,1.0,0.33333,2020
Benjamin Moseley,Carnegie Mellon University,nips,1.0,0.11111,2020
Amir Salman Avestimehr,University of Southern California,sensys,1.0,0.16667,2021
Takuya Maekawa,Osaka University,ubicomp,2.0,0.5,2018
Liqing Zhang 0001,Shanghai Jiao Tong University,aaai,4.0,0.75952,2020
Kate Ching-Ju Lin,National Chiao Tung University,nsdi,1.0,0.25,2008
Samarjit Chakraborty,University of North Carolina,dac,3.0,0.43286,2014
Peter I. Corke,Queensland University of Technology,icra,1.0,0.055556,2017
Zhiru Zhang,Cornell University,iccad,1.0,0.5,2013
Ronald Cramer,CWI,crypto,2.0,0.75,2009
Ke Xu 0002,Tsinghua University,ubicomp,1.0,0.2,2019
Yuhong Guo,Carleton University,aaai,1.0,0.5,2011
Alexander Brodsky 0001,George Mason University,pods,1.0,0.5,1991
Chao Zhang 0014,Georgia Institute of Technology,icde,1.0,0.2,2018
Xianglong Liu,Beihang University,cvpr,1.0,0.14286,2012
Leonidas Palios,University of Ioannina,icde,1.0,0.33333,2002
David Gotz,University of North Carolina,chiconf,1.0,0.125,2018
Avrim Blum,TTI Chicago,focs,1.0,0.25,2011
Ping Tan,Simon Fraser University,siggraph,1.0,0.25,2017
Vassilis Athitsos,University of Texas at Arlington,cvpr,1.0,0.25,2009
H. Howie Huang,George Washington University,hpdc,1.0,0.5,2020
Jian Pei,Simon Fraser University,sigir,1.0,0.16667,2010
Chengqing Zong,Chinese Academy of Sciences,acl,1.0,0.5,2021
Christopher Potts,Stanford University,emnlp,1.0,0.14286,2013
Natalie D. Enright Jerger,University of Toronto,ics,1.0,0.16667,2016
Alexander Aiken,Stanford University,sc,1.0,0.125,2021
Richard Cole 0001,New York University,soda,2.0,0.45,2001
Vassilis Kostakos,University of Melbourne,ubicomp,5.0,0.92692,2018
Albert R. Meyer,Massachusetts Institute of Technology,popl,1.0,0.5,1980
William Yang Wang,Univ. of California - Santa Barbara,emnlp,1.0,0.33333,2017
Rahul Savani,University of Liverpool,ec,1.0,0.5,2014
Erik Andersen 0001,Cornell University,chiconf,1.0,0.25,2016
Xue Lin,Northeastern University,dac,1.0,0.16667,2012
Maria Christakis,Max Planck Society,oopsla,1.0,0.25,2020
James C. Gee,University of Pennsylvania,eccv,1.0,0.5,2002
Eric A. Hansen,Mississippi State University,ijcai,2.0,1.0,2009
Cristiano Giuffrida,VU Amsterdam,oakland,2.0,0.29167,2020
Pat Hanrahan,Stanford University,sc,1.0,0.33333,2005
Arun Kumar 0001,Univ. of California - San Diego,sigmod,1.0,0.25,2012
Renée J. Miller,Northeastern University,vldb,1.0,0.25,2009
Michael R. Lyu,Chinese University of Hong Kong,ijcai,2.0,0.58333,2015
Jaijeet S. Roychowdhury,Univ. of California - Berkeley,dac,1.0,0.5,1996
Oscar H. Ibarra,Univ. of California - Santa Barbara,icde,1.0,0.33333,1999
Christopher G. Atkeson,Carnegie Mellon University,icra,1.0,0.25,2004
Lorenzo Alvisi,Cornell University,nsdi,1.0,0.2,2009
Aarti Gupta,Princeton University,cav,1.0,0.125,2021
Wen Hu,UNSW,sensys,1.0,0.2,2015
David Walker,Princeton University,icfp,2.0,0.66667,2003
Achi Brandt,Weizmann Institute of Science,cvpr,1.0,0.2,2004
Sanjeev Arora,Princeton University,nips,2.0,0.5,2020
Benno Stein 0001,Bauhaus University Weimar,sigir,1.0,1.0,2007
Jitendra Malik,Univ. of California - Berkeley,iros,1.0,0.25,2021
Michael J. Carey 0001,Univ. of California - Irvine,vldb,4.0,1.6429,2019
Piotr Indyk,Massachusetts Institute of Technology,soda,2.0,1.5,2000
Leonidas J. Guibas,Stanford University,siggraph,1.0,0.16667,2013
Tingting Jiang,Peking University,icra,1.0,0.25,2003
Xinyu Dai,Nanjing University,acl,3.0,0.56667,2020
Jan Lellmann,University of Lübeck,iccv,1.0,0.33333,2009
Bodo Rosenhahn,University of Hannover,cvpr,1.0,0.33333,2007
